"scientificname","commonname","taxonomicrank","matchmethod","taxonomicgroup","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","listingStatus","kingdom","phylum","class","order","family","genus"
"Rhyacophila pichaca","A caddisfly","Species","Exact Match","Insects","Rhyacophila pichaca","","Washington",0,1,NA,"Animalia","Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila"
"Rhyacophila robusta","A Caddisfly","Species","Exact Match","Insects","Rhyacophila robusta","","Idaho",0,1,NA,"Animalia","Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila"
"Rhyacophila velora","A Caddisfly","Species","Exact Match","Insects","Rhyacophila velora","","Idaho",0,1,NA,"Animalia","Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila"
"Rhyacophila vetina","A caddisfly","Species","Exact Match","Insects","Rhyacophila vetina","","Washington",0,1,NA,"Animalia","Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila"
"Rhyacotriton cascadae","Cascade torrent salamander","Species","Exact Match","Amphibians","Rhyacotriton cascadae","Oregon,Washington","Oregon,Washington",2,2,"Under Review in the Candidate or Petition Process","Animalia","Chordata","Amphibia","Caudata","Rhyacotritonidae","Rhyacotriton"
"Rhyacotriton kezeri","Columbia torrent salamander","Species","Exact Match","Amphibians","Rhyacotriton kezeri","Oregon,Washington","Oregon,Washington",2,2,"Under Review in the Candidate or Petition Process","Animalia","Chordata","Amphibia","Caudata","Rhyacotritonidae","Rhyacotriton"
"Rhyacotriton olympicus","Olympic torrent salamander","Species","Exact Match","Amphibians","Rhyacotriton olympicus","","Washington",0,1,"Resolved Taxon","Animalia","Chordata","Amphibia","Caudata","Rhyacotritonidae","Rhyacotriton"
"Rhyacotriton variegatus","southern torrent salamander","Species","Exact Match","Amphibians","Rhyacotriton variegatus","California,Oregon","California,Oregon",2,2,"Resolved Taxon","Animalia","Chordata","Amphibia","Caudata","Rhyacotritonidae","Rhyacotriton"
"Rhynchocinetes rathbunae","Rathbun's hinge-beak shrimp","Species","Exact Match","Other","Rhynchocinetes rathbunae","Hawaii","Hawaii",1,1,NA,"Animalia","Arthropoda","Malacostraca","Decapoda","Rhynchocinetidae","Rhynchocinetes"
"Rhynchospora chinensis ssp. spiciformis","Kuolohia","Subspecies","Exact Match","Other","Rhynchospora chinensis ssp. spiciformis,Rhynchospora chinensis subsp. spiciformis","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Rhynchospora"
"Rotomelita ana","no common name","Species","Exact Match","Other","Rotomelita ana","Hawaii","Hawaii",1,1,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Melitidae","Rotomelita"
"Rotomelita lokoa","no common name","Species","Exact Match","Other","Rotomelita lokoa","Hawaii","Hawaii",1,1,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Melitidae","Rotomelita"
"Rubus hawaiensis","akala","Species","Exact Match","Plants","Rubus hawaiensis","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus"
"Ruppia maritima","widgeon grass","Species","Exact Match","Plants","Ruppia maritima","Hawaii,Missouri,Texas","Hawaii",3,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Alismatales","Ruppiaceae","Ruppia"
"Saccogaster hawaii","no common name","Species","Exact Match","Fish","Saccogaster hawaii","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Ophidiiformes","Bythitidae","Saccogaster"
"Sadleria cyatheoides","amaumau","Species","Exact Match","Plants","Sadleria cyatheoides","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Blechnaceae","Sadleria"
"Salvelinus confluentus","Bull trout - Mid-Columbia Recovery Unit","Species","Exact Match","Fish","Salvelinus confluentus,Salvelinus confluentus 1,Salvelinus confluentus 10,Salvelinus confluentus 11,Salvelinus confluentus 12,Salvelinus confluentus 2,Salvelinus confluentus 3,Salvelinus confluentus 38,Salvelinus confluentus 39,Salvelinus confluentus 4,Salvelinus confluentus 5,Salvelinus confluentus 6,Salvelinus confluentus 7,Salvelinus confluentus 8,Salvelinus confluentus 9,Salvelinus confluentus pop. 2,Salvelinus confluentus pop. 3,Salvelinus confluentus pop. 4","Idaho,Montana,Nevada,Oregon,Washington","California,Montana,Nevada,Oregon,Washington",5,5,"Experimental Population, Non-Essential","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salvelinus"
"Samariscus corallinus","coralline-red flounder","Species","Exact Match","Fish","Samariscus corallinus","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Pleuronectiformes","Samaridae","Samariscus"
"Samoana fragilis","Fragile Tree Snail","Species","Exact Match","Mollusks","Samoana fragilis","Guam,Northern Mariana Islands","Northern Mariana Islands",2,1,"Endangered","Animalia","Mollusca","Gastropoda","Stylommatophora","Partulidae","Samoana"
"Sanicula mariversa","no common name","Species","Exact Match","Plants","Sanicula mariversa","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula"
"Sanicula purpurea","no common name","Species","Exact Match","Plants","Sanicula purpurea","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula"
"Sanicula sandwicensis","No Common Name","Species","Exact Match","Other","Sanicula sandwicensis","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula"
"Santalum ellipticum","<U+02BB>Iliahialo<U+02BB>e","Species","Exact Match","Plants","Santalum ellipticum","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Santalales","Santalaceae","Santalum"
"Santalum freycinetianum","iliahi","Species","Exact Match","Plants","Santalum freycinetianum","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Santalales","Santalaceae","Santalum"
"Santalum haleakalae var. lanaiense","no common name","Variety","Fuzzy Match","Plants","Santalum freycinetianum var. lanaiense","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Santalales","Santalaceae","Santalum"
"Santalum involutum","No Common Name","Species","Exact Match","Other","Santalum involutum","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Santalales","Santalaceae","Santalum"
"Sapindus oahuensis","Kaulu","Species","Exact Match","Plants","Sapindus oahuensis","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Sapindus"
"Sapindus saponaria","Soapberry","Species","Exact Match","Plants","Sapindus saponaria","Georgia,Hawaii","Hawaii",2,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Sapindus"
"Sargassum echinocarpum","no common name","Species","Exact Match","Other","Sargassum echinocarpum","Hawaii","Hawaii",1,1,NA,"Chromista","Phaeophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum"
"Sargassum obtusifolium","no common name","Species","Exact Match","Other","Sargassum obtusifolium","Hawaii","Hawaii",1,1,NA,"Chromista","Phaeophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum"
"Sargassum polyphyllum","no common name","Species","Exact Match","Other","Sargassum polyphyllum","Hawaii","Hawaii",1,1,NA,"Chromista","Phaeophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum"
"Scaevola","Naupaka","Genus","Exact Match","Plants","Scaevola sp.","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Goodeniaceae","Scaevola"
"Scaevola coriacea","Dwarf Naupaka","Species","Exact Match","Plants","Scaevola coriacea","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Goodeniaceae","Scaevola"
"Scaevola glabra","<U+02BB>Ohe Naupaka","Species","Exact Match","Plants","Scaevola glabra","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Goodeniaceae","Scaevola"
"Scaevola hobdyi","No Common Name","Species","Exact Match","Other","Scaevola hobdyi","","Hawaii",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Goodeniaceae","Scaevola"
"Scaevola procera","naupaka kuahiwi","Species","Exact Match","Plants","Scaevola procera","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Goodeniaceae","Scaevola"
"Scaevola taccada","Naupaka kahakai","Species","Fuzzy Match","Plants","Scaevola sericea","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Goodeniaceae","Scaevola"
"Scaphinotus mannii","Mann's mollusk-eating ground beetle","Species","Exact Match","Insects","Scaphinotus mannii","Washington","Washington",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaphinotus"
"Sceloporus graciosus","Sagebrush lizard","Species","Exact Match","Reptiles","Sceloporus graciosus","Montana,Nebraska,North Dakota,Washington","Nebraska,North Dakota,South Dakota,Washington",4,4,NA,"Animalia","Chordata","Reptilia","Squamata","Iguanidae","Sceloporus"
"Sceloporus graciosus graciosus","Northern Sagebrush Lizard","Subspecies","Exact Match","Reptiles","Sceloporus graciosus graciosus","California,Oregon,Wyoming","Oregon",3,1,"Species of Concern","Animalia","Chordata","Reptilia","Squamata","Iguanidae","Sceloporus"
"Schenkia sebaeoides","no common name","Species","Fuzzy Match","Plants","Centaurium sebaeoides","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Schenkia"
"Schiedea adamantis","Ma<U+02BB>oli<U+02BB>oli","Species","Exact Match","Plants","Schiedea adamantis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea apokremnos","Ma<U+02BB>oli<U+02BB>oli","Species","Exact Match","Plants","Schiedea apokremnos","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea attenuata","Ma<U+02BB>oli<U+02BB>oli","Species","Exact Match","Plants","Schiedea attenuata","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea diffusa ssp. diffusa","No Common Name","Subspecies","Exact Match","Other","Schiedea diffusa ssp. diffusa","","Hawaii",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea diffusa ssp. macraei","No Common Name","Subspecies","Exact Match","Other","Schiedea diffusa ssp. macraei","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea haleakalensis","Ma<U+02BB>oli<U+02BB>oli","Species","Exact Match","Plants","Schiedea haleakalensis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea hawaiiensis","Ma<U+02BB>oli<U+02BB>oli","Species","Exact Match","Plants","Schiedea hawaiiensis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea helleri","Ma<U+02BB>oli<U+02BB>oli","Species","Exact Match","Plants","Schiedea helleri","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea hookeri","Ma<U+02BB>oli<U+02BB>oli","Species","Exact Match","Plants","Schiedea hookeri","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea jacobii","Ma<U+02BB>oli<U+02BB>oli","Species","Exact Match","Plants","Schiedea jacobii","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea kaalae","Ma<U+02BB>oli<U+02BB>oli","Species","Exact Match","Plants","Schiedea kaalae","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea kauaiensis","Ma<U+02BB>oli<U+02BB>oli","Species","Exact Match","Plants","Schiedea kauaiensis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea kealiae","Ma<U+02BB>oli<U+02BB>oli","Species","Exact Match","Plants","Schiedea kealiae","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea laui","Ma<U+02BB>oli<U+02BB>oli","Species","Fuzzy Match","Plants","Schiedea lauii","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea lychnoides","no common name","Species","Exact Match","Plants","Schiedea lychnoides","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea lydgatei","no common name","Species","Exact Match","Plants","Schiedea lydgatei","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea membranacea","no common name","Species","Exact Match","Plants","Schiedea membranacea","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea nuttallii","no common name","Species","Exact Match","Plants","Schiedea nuttallii","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea obovata","no common name","Species","Exact Match","Plants","Schiedea obovata","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea perlmanii","no common name","Species","Exact Match","Plants","Schiedea perlmanii","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea pubescens","no common name","Species","Exact Match","Plants","Schiedea pubescens","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea salicaria","no common name","Species","Exact Match","Plants","Schiedea salicaria","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea sarmentosa","no common name","Species","Exact Match","Plants","Schiedea sarmentosa","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea spergulina","no common name","Species","Fuzzy Match","Plants","Schiedea spergulina,Schiedea spergulina var. leiopoda,Schiedea spergulina var. spergulina","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea stellarioides","no common name","Species","Exact Match","Plants","Schiedea stellarioides","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea trinervis","no common name","Species","Exact Match","Plants","Schiedea trinervis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea verticillata","no common name","Species","Exact Match","Plants","Schiedea verticillata","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schiedea viscosa","no common name","Species","Exact Match","Plants","Schiedea viscosa","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Schiedea"
"Schoenoplectus tabernaemontani","akaakai","Species","Fuzzy Match","Plants","Schoenoplectus lacustris ssp. validus,Schoenoplectus lacustris subsp. validus","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Schoenoplectus"
"Scinaia furcata","no common name","Species","Exact Match","Other","Scinaia furcata","Hawaii","Hawaii",1,1,NA,"Plantae","Rhodophyta","Florideophyceae","Nemaliales","Scinaiaceae","Scinaia"
"Scinaia hormoides","no common name","Species","Exact Match","Other","Scinaia hormoides","Hawaii","Hawaii",1,1,NA,"Plantae","Rhodophyta","Florideophyceae","Nemaliales","Galaxauraceae","Scinaia"
"Sciurus griseus","Western gray squirrel","Species","Exact Match","Mammals","Sciurus griseus","Oregon,Washington","Oregon,Washington",2,2,"Resolved Taxon","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus"
"Sclerodoris paliensis","pali nudibranch","Species","Exact Match","Mollusks","Sclerodoris paliensis","Hawaii","Hawaii",1,1,NA,"Animalia","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Sclerodoris"
"Scolecenchelys puhioilo","no common name","Species","Exact Match","Fish","Scolecenchelys puhioilo","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Scolecenchelys"
"Scorpaena pele","no common name","Species","Exact Match","Fish","Scorpaena pele","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaena"
"Scorpaenichthys marmoratus","Cabezon","Species","Exact Match","Fish","Scorpaenichthys marmoratus","","Oregon",0,1,NA,"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Scorpaenichthys"
"Scorpaenopsis altirostris","no common name","Species","Exact Match","Fish","Scorpaenopsis altirostris","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaenopsis"
"Scorpaenopsis brevifrons","bigmouth scorpionfish, shortnose scorpionfish","Species","Exact Match","Fish","Scorpaenopsis brevifrons","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaenopsis"
"Scorpaenopsis cacopsis","Titan Scorpionfish, Hogo, Nohu","Species","Exact Match","Fish","Scorpaenopsis cacopsis","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaenopsis"
"Scorpaenopsis pluralis","no common name","Species","Exact Match","Fish","Scorpaenopsis pluralis","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Scorpaenopsis"
"Scytonema javanicum var. hawaiiense","no common name","Unknown Taxonomic Rank","Legacy Match","Other","Scytonema javanicum var. hawaiiense","Hawaii","Hawaii",1,1,NA,NA,NA,NA,NA,NA,NA
"Scytonema pulvinatum","no common name","Species","Exact Match","Other","Scytonema pulvinatum","Hawaii","Hawaii",1,1,NA,"Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Scytonemataceae","Scytonema"
"Sebastes auriculatus","Brown Rockfish","Species","Exact Match","Fish","Sebastes auriculatus","","Alaska,Oregon,Washington",0,3,NA,"Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes"
"Sebastes caurinus","Copper rockfish","Species","Exact Match","Fish","Sebastes caurinus","Washington","Alaska,Oregon,Washington",1,3,NA,"Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes"
